data;player;language;publishedAt;Label
trainer alonso vor den mitgereisten fans in monaco  glucksmoment! palacios hebt nach seinem tor zum : ab  nach dem euro-highlight geht es in der bundesliga am sonntag (;palacios;de;2023-02-24T09:33:31Z;NA
zudem ist die konkurrenzsituation auf der doppelsechs gegen die seit woche voll im saft stehenden palacios, amiri, demirbay und andrich unter diesen voraussetzungen eine extrem schwierige fur aranguiz;palacios;de;2023-03-03T21:35:13Z;NA
wie auch palacios sah der defensive mittelfeldspieler beim :-erfolg im elfmeterschiessen bei der as monaco seine dritte gelbe karte und ist gesperrt;palacios;de;2023-03-07T11:34:39Z;NA
",,er ist eine option"", erklart alonso, der im mittelfeld auf seine doppel-sechs verzichten muss: andrich () und palacios () sind gesperrt, fur sie stehen demirbay () und amiri () bereit";palacios;de;2023-03-08T14:25:18Z;NA
   allerdings waren in andrich und dem argentinischen weltmeister palacios beide eigentlich gesetzten sechser gesperrt, charles aranguiz ist zudem verletzt;palacios;de;2023-03-09T19:53:46Z;NA
"""im grossen und ganzen haben wir ein sehr, sehr gutes spiel gemacht, sehr erwachsen, sehr konzentriert und bis zum ende durchgezogen"", lobte amiri, der mit demirbay im mittelfeldzentrum anstelle der gelbgesperrten andrich und palacios fur die ""gewisse stabilitat und balance"" gesorgt hatte";palacios;de;2023-03-09T22:03:00Z;NA
so stehen die stamm-sechser andrich und palacios, die am donnerstag noch gesperrt waren, frisch fur einen einsatz von beginn an zur verfugung;palacios;de;2023-03-10T17:47:41Z;NA
torschutzen unter sich: diaby und adli (r.) feiern adlis treffer zum : fur bayerleverkusen  palacios: der argentinische weltmeister von katar mit seinem nachsten starken spiel;palacios;de;2023-03-17T07:01:04Z;NA
der argentinische weltmeister palacios drehte das spiel mit zwei verwandelten foulelfmetern (., .);palacios;de;2023-03-19T18:22:00Z;NA
 bayerleverkusen drehte das spiel durch palacios, der in der ;palacios;de;2023-03-19T18:28:09Z;NA
 doch der argentinier palacios, einziger aktueller weltmeister in der bundesliga, drehte das spiel mit zwei foulelfmetern (./.);palacios;de;2023-03-19T18:28:23Z;NA
doch der argentinier palacios, einziger aktueller weltmeister in der bundesliga, drehte das spiel mit zwei foulelfmetern (./.);palacios;de;2023-03-19T18:35:00Z;NA
und zweimal griff der videoassistent korrigierend ein, es gab jeweils elfmeter, die ezequiel palacios verwandelte und die diesen erstaunlichen sieg moglich machten, durch den borussia dortmund erstmals seit wieder am ende eines spieltages an der tabellenspitze steht;palacios;de;2023-03-19T18:39:29Z;NA
am ende gab es jeweils elfmeter fur die werkself, die palacios beide sicher zum :-endstand verwandelte;palacios;de;2023-03-19T20:00:00Z;NA
zweimal verwandelte palacios, es wurde ein uberraschender : (:)-sieg;palacios;de;2023-03-19T20:01:45Z;positiv
die hauptbeteiligten: bayerleverkusen offensivmann adli, schiedsrichter tobias stieler, der video assistant referee (var)\xaund palacios;palacios;de;2023-03-19T20:12:00Z;NA
im gegenteil: nach wiederbeginn war bayerleverkusen aktiver als die gaste aus munchen und drehte durch zwei von palacios verwandelte var-elfmeter die partie;palacios;de;2023-03-19T22:08:00Z;NA
der\xaargentinische weltmeister palacios lasst sich das nicht nehmen und trifft;palacios;de;2023-03-20T05:11:00Z;NA
stieler nahm folgerichtig in beiden fallen die gelbe karte zuruck, bat adli per handschlag um entschuldigung und sprach den leverkusenern einen strafstoss zu, den palacios sicher verwandelte;palacios;de;2023-03-20T05:39:04Z;NA
beide male nahm er diese zuruck und entschuldigte sich und gab elfmeter, durch die palacios bayerleverkusen :-sieg sicherte;palacios;de;2023-03-20T05:55:43Z;NA
beide male nahm er diese zuruck, bat um entschuldigung und gab elfmeter, durch die palacios bayerleverkusen :-sieg sicherte;palacios;de;2023-03-20T07:48:37Z;NA
dazn-experte michael ballack (l.) im gesprach mit julian nagelsmann und moderatorin laura wontorra  trainer alonso mit seinem weltmeister palacios (r.)  ,,da sieht man, dass die jungs fit sind, dass sie marschieren und alle drei tage spielen konnen, das spricht fur die trainings-belastung und trainings-steuerung;palacios;de;2023-03-20T13:16:11Z;NA
palacios trifft zum : fur bayerleverkusen gegen die bayern  der einzige aktuelle weltmeister der bundesliga hatte es verdammt eilig;palacios;de;2023-03-20T13:56:19Z;NA
schalke: reis nimmt den spieler ausdrucklich in schutz  die rollenverteilung war klar: tom krauss hatte die pflicht, als alleiniger sechser wirtz zu beschatten, wahrend sich alex kral um andrich und drexler um palacios kummern sollten;palacios;de;2023-04-03T08:12:20Z;neutral
funf scorerpunkte im marz  folgerichtig hat sich guerreiro bei der wahl zum spieler des monats (potm) marz der bundesliga gegen frimpong, palacios (beide bayerleverkusen), omar marmoush (vfl wolfsburg), marius bulter (fc schalke ) und erhan masovic (vfl bochum) durchgesetzt;palacios;de;2023-04-07T13:44:53Z;NA
auch torschutze adli und sturmer palacios zeigten - inspiriert vom wirtz-wirbel - ihr\xakonnen;palacios;de;2023-04-08T19:43:08Z;NA
"und palacios, einziger aktueller weltmeister der liga, schwarmte fast ehrfurchtig: ,,von alonso lerne ich jeden tag."" umgekehrt fuhlt sich auch der baske nach rund einem halben jahr im rheinland ,,sehr wohl und zufrieden""";palacios;de;2023-04-13T12:41:39Z;NA
hincapie (l.) und tah bedanken sich fur die fan-unterstutzung  palacios: der argentinier spielte gewohnt bissig, ohne jedoch akzente nach vorne setzen zu konnen;palacios;de;2023-04-14T08:16:22Z;NA
palacios musste gegen saint-gilloise angeschlagen in der kabine bleiben  auf den ersten blick verwunderte dieser wechsel!  beim : von bayerleverkusen im viertelfinal-hinspiel der europaleague gegen royale union saint-gillioise blieb palacios () nach der pause in der kabine;palacios;de;2023-04-14T08:19:57Z;NA
bayerleverkusen bangt nach : gegen saint-gilles um weltmeister palacios  dank des spaten : von wirtz wird im ruckspiel bei union saint-gilloise das duell von bayerleverkusen mit den belgiern am donnerstag wieder bei null beginnen;palacios;de;2023-04-14T11:21:14Z;NA
bayerleverkusen trainer steht vor der wolfsburg-partie vor einem spagat  bei palacios durfte der trainer keinerlei risiko eingehen;palacios;de;2023-04-14T14:38:38Z;NA
palacios (r.) verletzte sich leicht im hinspiel gegen saint-gilloise  funf wechsel hatte bayerleverkusen-trainer alonso () beim : in der bundesliga in wolfsburg gegenuber dem : in der europaleague gegen saint-gilloise vorgenommen;palacios;de;2023-04-17T06:50:19Z;neutral
hoffnung besteht noch auf den einsatz von palacios (/oberschenkel);palacios;de;2023-04-17T12:40:43Z;NA
bayerleverkusen beim ruckspiel in brussel voraussichtlich ohne den weltmeister  beim : im viertelfinal-hinspiel gegen union saint-gilloise musste palacios zur halbzeit verletzt ausgewechselt werden;palacios;de;2023-04-19T06:59:11Z;NA
 fur donnerstag hofft der ex-nationalspieler auf den einsatz des argentinischen weltmeisters palacios, der im hinspiel mit oberschenkelproblemen ausgewechselt wurde und erst am mittwoch erstmals wieder trainierte;palacios;de;2023-04-19T13:04:13Z;NA
die fragezeichen hinter adli und palacios werden daher wahlweise gestrichen und gesetzt;palacios;de;2023-04-19T13:26:02Z;NA
nur zuschauer am rande des abschluss-trainings: adli (l.) und trainer alonso  aber es gibt zwei dicke fragezeichen bei bayerleverkusen vorm viertelfinal-ruckspiel in der europaleague (donnerstag, uhr/rtl) bei union saint-gilloise: weltmeister palacios () und adli () wackeln.\ub    bayerleverkusen trainer alonso (l.) neben palacios  sport-boss simon rolfes (): ,,im idealfall ist er fit;palacios;de;2023-04-19T13:28:22Z;NA
alonso im abschlusstraining vor dem spiel gegen saint-gilloise  bayerleverkusen-trainer alonso (l.) im abschlusstraining mit palacios  alonso konnte sich in der \xadbayarena jeden tag die replik fur den gewinn des uefa-cups ansehen;palacios;de;2023-04-20T08:45:39Z;NA
bayerleverkusen muss im kampf um den einzug ins halbfinale der europaleague auf den argentinischen weltmeister palacios verzichten;palacios;de;2023-04-20T18:05:24Z;NA
 das schnelle tor sorgte aber auch dafur, dass bayerleverkusen ohne den im hinspiel verletzten weltmeister palacios ab der zweiten minute defensiv noch mehr arbeit verrichten mussten;palacios;de;2023-04-20T19:07:00Z;NA
diaby (l.), bayerleverkusen :-schutze, und bakker, der das : besorgt, feiern zusammen  argerlich fur bayerleverkusen-trainer alonso: weltmeister palacios fehlt wegen oberschenkel-problemen;palacios;de;2023-04-20T20:50:39Z;NA
"""auf jeden fall"" sei das ein ganz grosser tag, sagte andrich bei rtl und lobte die anhanger: ""ich bin sehr, sehr happy, dass wir das ding heute gezogen haben.""  das schnelle tor sorgte aber auch dafur, dass bayerleverkusen ohne den im hinspiel verletzten weltmeister palacios ab der zweiten minute defensiv noch mehr arbeit verrichten mussten";palacios;de;2023-04-20T20:54:03Z;positiv
   das schnelle tor sorgte aber auch dafur, dass bayerleverkusen ohne den im hinspiel verletzten weltmeister palacios ab der zweiten minute defensiv noch mehr arbeit verrichten mussten;palacios;de;2023-04-20T21:02:06Z;NA
der aus dem hinspiel angeschlagene argentinische weltmeister palacios verlor den wettlauf gegen die zeit und stand nicht im kader, auch sturmer adli nahm zunachst auf der bank\xaplatz;palacios;de;2023-04-20T21:15:24Z;NA
party mit den fans: die bayerleverkusen-profis diaby (v.l.), lukas hradecky, wirtz, karim bellarabi, hincapie und tah  amiri: dass er anstelle des angeschlagenen palacios beginnen wurde, uberraschte viele - wohl auch die belgier;palacios;de;2023-04-21T07:56:02Z;NA
bayerleverkusen strebt nach el-halbfinaleinzug auch in der liga grosses an  bangen um tapsoba also, aber auch leichte hoffnung zumindest auf palacios, der gegen saint-gilles wegen einer oberschenkelverletzung erwartungsgemass noch fehlte, nachdem er am mittwoch einen ersten trainingsversuch unternommen hatte;palacios;de;2023-04-21T11:11:25Z;NA
bayerleverkusen darf bei union berlin auf wirtz, tapsoba und palacios hoffen  unter alonso ist amiri vom verkaufskandidaten zu einer wichtigen alternative geworden;palacios;de;2023-04-24T09:41:34Z;NA
dafur arbeiteten callum hudson-odoi (hufte) und palacios (oberschenkel) individuell mit ball;palacios;de;2023-04-24T13:32:05Z;NA
"bayerleverkusen hofft vor union-spiel auf ruckkehr von leistungstragern  vor dem nachsten ""endspiel"" von bayerleverkusen arbeiten mit wirtz, edmond tapsoba und palacios gleich drei leistungstrager an ihrer ruckkehr";palacios;de;2023-04-26T15:45:29Z;NA
bayerleverkusen torjager wird einfach nicht fit - auch palacios fehlt in berlin  vor dem spiel bei union berlin haben sich die angeschlagenen wirtz und edmond tapsoba zuruckgemeldet;palacios;de;2023-04-28T10:08:24Z;NA
sturmer patrik schick (r.) hat immer noch leisten-probleme  ubrigens: auch palacios () fallt im auswartsspiel bei union berlin aus - der argentinische weltmeister hat weiterhin oberschenkel-probleme;palacios;de;2023-04-28T10:32:05Z;NA
bayerleverkusen bayerleverkusen argentinischer fussball-weltmeister palacios hofft auf eine ruckkehr rechtzeitig zum spiel gegen den ;palacios;de;2023-04-30T07:08:12Z;NA
bayerleverkusen-profi palacios (vorne) umarmt lionel messi  der einzige aktuelle weltmeister der bundesliga spielt bei bayerleverkusen;palacios;de;2023-04-30T11:25:59Z;NA
"stark auch im defensiven mittelfeld: bayerleverkusen-profi edmond tapsoba  ,,ich habe die ganze woche daruber nachgedacht"", sagte alonso nach der partie und begrundete seine entscheidung: ,,palacios war verletzt und amiri gesperrt";palacios;de;2023-04-30T15:18:08Z;NA
"amiri soll in bayerleverkusen verlangern - rolfes: ""wir sind in gesprachen""  schliesslich hatte neben amiri mit palacios auch ein zweiter direkter konkurrent um die beiden platze in der doppelsechs gefehlt, sodass demirbay der letzte verbliebene ""spezialist"" fur den part neben andrich war";palacios;de;2023-05-01T14:18:23Z;NA
ganz entspannt beim fruhstuck in amsterdam: bayerleverkusen trainer alonso  gegen koln darf alonso auf die ruckkehr von weltmeister palacios (/oberschenkel) hoffen;palacios;de;2023-05-01T16:20:02Z;NA
palacios fit fur koln  das offensichtliche derby-thema ist fur bayerleverkusen coach alonso eigentlich keines;palacios;de;2023-05-04T12:44:53Z;NA
   irgendwann kamen dann adli fur bakker und hlozek fur palacios, aber das spiel neigte sich immer mehr in die von der as rom gewunschte richtung;palacios;de;2023-05-18T21:16:32Z;NA
beim abschlusstraining trug letzterer zumindest bei der ersten spielform mit drei parteien das gleiche leibchen wie palacios;palacios;de;2023-05-17T11:20:50Z;neutral
es gibt zwei moglichkeiten fur trainer alonso (): entweder beginnt demirbay wie zuletzt beim : in stuttgart, oder amiri () bekommt seine chance neben palacios () in der startelf;palacios;de;2023-05-17T10:45:01Z;NA
" ""eine scheisssituation"" sei das gewesen, raumte bredlow ein, nachdem palacios den elfer zum ausgleich versenkt hatte (.)";palacios;de;2023-05-15T05:27:13Z;NA
minute hatte willenborg auf der anderen seite einen elfmeter gegeben, auch das zu recht und in diesem fall ohne konsultation des var: als palacios im leverkusener strafraum zu spat kam und wataru endo durch ein beinstellen zu fall brachte, war ein pfiff unausweichlich, und er kam auch sofort;palacios;de;2023-05-15T04:13:50Z;NA
ukraines staatsprasident wolodymyr selenskyj nach seiner audienz beim papst in rom  der von palacios verwandelte elfmeter zum ausgleich (.) rettet bayerleverkusen;palacios;de;2023-05-14T18:35:36Z;NA
bayerleverkusen argentinischer weltmeister palacios, der den strafstoss verschuldet hatte, sorgte ebenfalls per foulelfmeter in der ;palacios;de;2023-05-14T18:07:21Z;negativ
"stuttgarts bredlow: ""er lauft in meine fauste rein""  hoeness meinte damit den von bredlow an edmond tapsoba verursachten elfmeter, den palacios zum :-endstand nutzte";palacios;de;2023-05-14T17:44:28Z;NA
 guirassy und palacios treffen vom punkt  der vom franzosischen club stade rennes ausgeliehene toptorjager serhou guirassy hatte die stuttgarter in der ;palacios;de;2023-05-14T16:58:00Z;NA
bayerleverkusen argentinischer weltmeister palacios, der den strafstoss verschuldet hatte, sorgte ebenfalls per foulelfmeter noch fur den ausgleich (.);palacios;de;2023-05-14T15:54:04Z;NA
dass sein treffer nicht zum sieg gegen die leverkusener reichte, hatte seine ursache in dem foulelfmeter, den die leverkusener nur\xa minuten spater erhielten - und den palacios zum :-endstand verwandelte;palacios;de;2023-05-14T15:48:00Z;NA
bayerleverkusen argentinischer weltmeister palacios, der den strafstoss verschuldet hatte, erzielte ebenfalls per foulelfmeter den ausgleich (.);palacios;de;2023-05-14T15:32:45Z;NA
bayerleverkusen argentinischer weltmeister palacios, der den strafstoss verschuldet hatte, sorgte ebenfalls per foulelfmeter noch fur den ausgleich\xa(.);palacios;de;2023-05-14T15:31:56Z;NA
bayerleverkusen vergibt leichtfertig gute ausgangsposition  gute ausgangsposition vergeben: bayerleverkusen mit hincapie, lukas hradecky und palacios (v.li.).\r  \r  dass zudem im defensiven mittelfeld, in dem leader andrich mit einer fussverletzung auszufallen droht, palacios nach seiner verletzungspause noch nicht die alte sicherheit ausstrahlte und ungewohnt fehlerhaft agierte, erschwert die aufgabe nochmal;palacios;de;2023-05-12T09:44:10Z;NA
sein ausfall ware definitiv ein herber verlust fur die alonso-elf, denn andrich ist im defensiven mittelfeld ein entscheidender faktor, da auch palacios nach seiner verletzungspause noch nicht wieder seine normalform erreicht hat;palacios;de;2023-05-12T09:07:19Z;NA
torwart lukas hradecky bewahrte bayerleverkusen vor einer hoheren niederlage  palacios: starke kombination mit wirtz, die fast zum : gefuhrt hatte;palacios;de;2023-05-11T23:42:49Z;NA
als zuletzt namlich mit palacios bei union berlin einer der beiden sechser fehlte, stellte der spanier innenverteidiger edmond tapsoba auf die fur ihn ungewohnte position, auf der der abwehrspieler aber durchaus uberzeugte;palacios;de;2023-05-11T22:53:37Z;NA
bakker) - hincapie, palacios, andrich (+;palacios;de;2023-05-11T20:54:33Z;NA
und auch die personalie palacios ist offen;palacios;de;2023-05-10T12:18:13Z;NA
 bayerleverkusen: hradecky - kossounou, andrich, tapsoba - frimpong (.+ fosu-mensah), palacios, demirbay, hincapie - diaby (.+ tah), wirtz (;frimpong;de;2023-03-19T18:38:59Z;NA
   diaby verfehlte das munchner tor mit einem -meter-schuss nur knapp, und yann sommer, der torhuter des fc bayern, hielt einen schuss von frimpong auf die kurze ecke (.);frimpong;de;2023-03-19T18:39:29Z;NA
 doch bayerleverkusen war nun am drucker und noch bevor die munchner ihre erste chance hatten, gab es weitere chancen durch diaby (.), frimpong (.) und palacios (.);frimpong;de;2023-03-19T19:02:39Z;NA
 freiwillig verzichtet koeman auf den bei bayerleverkusen derzeit sehr erfolgreichen flugelspieler frimpong;frimpong;de;2023-03-23T17:50:08Z;NA
bayerleverkusen rechtsverteidiger nach trainerwechsel in der elftal nicht mehr gefragt  nach herausragenden leistungen im herbst gelang frimpong noch der sprung in den wm-kader der niederlande;frimpong;de;2023-03-26T19:54:13Z;NA
formstark, aber nicht fur die hollandische a-nationalelf nominiert: bayerleverkusen frimpong  frimpong () ragt mit sieben liga-toren und funf vorlagen in dieser fur bayerleverkusen schwierigen saison heraus;frimpong;de;2023-03-27T13:10:29Z;NA
bayerleverkusen hat verteidiger auf der liste, den der sc langfristig binden mochte  fur bayerleverkusen ist sildillia in vielerlei hinsicht interessant: zum einen, weil offensivverteidiger frimpong fur den sommer als heisser wechselkandidat gilt;frimpong;de;2023-03-28T14:36:43Z;NA
"""es gibt im moment nicht viel besseres in der bundesliga"", sagt reis, wenn er an bayers aussenbahn-tempomacher wie frimpong und diaby denkt";frimpong;de;2023-03-31T07:59:57Z;positiv
leverkusener jubel nach dem sieg gegen die bayern: adli (l.) und wirtz  frimpong (r.) spielt eine starke saison fur bayerleverkusen  frimpong () wurde um millionen auf nun millionen euro hochgestuft;frimpong;de;2023-03-31T08:10:56Z;NA
arthur gilt in seiner heimat brasilien als grosse zukunftshoffnung  dass bayerleverkusen auf der rechtsverteidiger-position zur neuen saison nachlegen muss, ist klar: denn frimpong (/vertrag bis ) ist langst einer der international begehrtesten spieler, manchester united ist am niederlander dran;frimpong;de;2023-03-31T20:07:25Z;NA
 die rechte leverkusener aussenbahn mit frimpong und diaby, die beim : im hinspiel zu alonsos debut drei tore erzielt hatte, konnte ihr tempo zunachst nicht ausspielen;frimpong;de;2023-04-01T15:25:42Z;NA
 bayerleverkusen ging durch das tor von frimpong (.) in fuhrung, bayerleverkusen brauchte zwei schnelle passe, um die schalker abwehr auszuhebeln;frimpong;de;2023-04-01T15:35:11Z;NA
bayerleverkusen verhinderte eine fortsetzungsgeschichte und gewann in gelsenkirchen dank der hoheren individuellen klasse und den treffern von frimpong (;frimpong;de;2023-04-01T15:40:26Z;NA
" ""torschutzen unter sich: frimpong und wirtz (r.) jubeln  tage musste wirtz () darauf warten";frimpong;de;2023-04-02T12:05:20Z;NA
neuzugang debutierte jungst in der selecao  damit reagiert der klub bereits auf die moglichen abgange von frimpong und timothy fosu-mensah am saisonende;frimpong;de;2023-04-03T15:34:27Z;NA
die besten schutzen sind diaby und frimpong, die jeweils acht tore schossen, dahinter rangiert mit schicks landsmann adam hlozek (vier treffer) ein spieler, der nicht selten von der bank kommt;frimpong;de;2023-04-05T11:59:37Z;NA
auch manunited mehrfach berucksichtigt  in der esm-topelf fur den marz nominiert: frimpong und erling haaland.\r  \r ;frimpong;de;2023-04-06T10:18:38Z;NA
der fc bayern munchen interessiert sich nach informationen von transferexperte fabrizio romano fur rechtsverteidiger frimpong von ligakonkurrent bayerleverkusen;frimpong;de;2023-04-06T16:49:00Z;neutral
" das original zu diesem beitrag ""fc bayern steigt in transferpoker um frimpong ein"" stammt von fcbinside.de";frimpong;de;2023-04-07T07:11:39Z;NA
frimpong hat noch bis vertrag in bayerleverkusen  bayerleverkusen hat mit der verpflichtung des brasilianischen neu-nationalspielers arthur () von america mineiro vorgesorgt - fur den fall des abgangs von rechtsverteidiger frimpong () im sommer;frimpong;de;2023-04-07T07:42:27Z;neutral
funf scorerpunkte im marz  folgerichtig hat sich guerreiro bei der wahl zum spieler des monats (potm) marz der bundesliga gegen frimpong, palacios (beide bayerleverkusen), omar marmoush (vfl wolfsburg), marius bulter (fc schalke ) und erhan masovic (vfl bochum) durchgesetzt;frimpong;de;2023-04-07T13:44:53Z;NA
mit a-nationalspieler diaby und dessen franzosischem landsmann besitzt wirtz so zwei extrem flinke optionen fur passe in die tiefe, die durch den rechten schienenspieler frimpong zusatzlich erweitert werden;frimpong;de;2023-04-11T11:04:13Z;NA
mit dieser ausbeute ist er zudem gemeinsam mit diaby und frimpong bester vorbereiter von bayerleverkusen - die waren aber seit saisonstart dabei;frimpong;de;2023-04-11T16:45:20Z;NA
beispielhaft dafur war es, dass frimpong und diaby auf bayers starker rechter seite ihre schnelligkeit kaum ausspielen konnten;frimpong;de;2023-04-13T20:52:21Z;NA
halfte hatte bayerleverkusen dicke chancen! zuerst scheitert hincapie nach feiner frimpong-flanke per kopf, trifft nur das aussennetz (.);frimpong;de;2023-04-13T21:03:35Z;NA
beispielhaft dafur war es, dass frimpong und diaby auf bayers starker rechter seite ihre schnelligkeit kaum ausspielen\xakonnten;frimpong;de;2023-04-13T21:29:51Z;NA
hincapie (l.) und tah bedanken sich fur die fan-unterstutzung  frimpong: tolle flanke auf hincapie, wieder standig unterwegs;frimpong;de;2023-04-14T08:16:22Z;positiv
so war nicht nur frimpong auf der rechten schiene selten so ausgebremst worden in seinem offensiven treiben, wie in diesen minuten;frimpong;de;2023-04-14T11:21:14Z;NA
